Timestamp,Consumption,Anomaly_Flag,Anomaly_Score,Severity,Hour_of_Day,Day_of_Week,Month
2024-03-08 04:00:00,1313.8155101739242,1,-0.5984159334607174,Critical,4,4,3
2024-03-08 05:00:00,1275.8159391767724,0,-0.540005378241535,Critical,5,4,3
2024-03-08 06:00:00,1274.1488619739262,0,-0.5457197039377065,Critical,6,4,3
2024-03-08 07:00:00,1439.4783656944737,1,-0.7295195404299337,Critical,7,4,3
2024-03-08 08:00:00,1284.8280432252275,0,-0.550196140127956,Critical,8,4,3
2024-03-08 09:00:00,1216.4663415033222,0,-0.5073789427505542,Critical,9,4,3
2024-03-08 10:00:00,1212.0846002163248,0,-0.4946777902654791,High,10,4,3
2024-03-08 11:00:00,1266.7638397806404,0,-0.5407738272767629,Critical,11,4,3
2024-03-08 12:00:00,1189.1802457387705,0,-0.48608570330718515,High,12,4,3
2024-03-08 13:00:00,1085.7779027750964,0,-0.4628867611770682,High,13,4,3
2024-03-08 14:00:00,1179.5920394780062,0,-0.4729334478191958,High,14,4,3
2024-03-08 15:00:00,1079.5695024311035,0,-0.4507192298944805,High,15,4,3
2024-03-08 16:00:00,1190.8064308368068,0,-0.4947960587159658,High,16,4,3
2024-03-08 17:00:00,1141.2105061099116,0,-0.4684188054567161,High,17,4,3
2024-03-08 18:00:00,1061.4910991607844,0,-0.4559165820756924,High,18,4,3
2024-03-08 19:00:00,1151.3718433050574,0,-0.4707667071174532,High,19,4,3
2024-03-08 20:00:00,1100.7601622824532,0,-0.46294977898411444,High,20,4,3
2024-03-08 21:00:00,1155.9541574141513,0,-0.47760022789477924,High,21,4,3
2024-03-08 22:00:00,1158.3189226095194,0,-0.47320589495145804,High,22,4,3
2024-03-08 23:00:00,1115.9385797501482,0,-0.46805809476292626,High,23,4,3
2024-03-09 00:00:00,1152.0167659274493,0,-0.47227195182569687,High,0,5,3
2024-03-09 01:00:00,1261.6300487054625,0,-0.5355590705395052,Critical,1,5,3
2024-03-09 02:00:00,1217.5670876943598,0,-0.5081068016596381,Critical,2,5,3
2024-03-09 03:00:00,1234.8897654218156,0,-0.5052277706622482,Critical,3,5,3
2024-03-09 04:00:00,1223.2634831952112,0,-0.5077686853016701,Critical,4,5,3
2024-03-09 05:00:00,1302.2450741366042,0,-0.5802502336444659,Critical,5,5,3
2024-03-09 06:00:00,1387.6541557302548,1,-0.7110024486078604,Critical,6,5,3
2024-03-09 07:00:00,1227.799123292157,0,-0.5111532890486143,Critical,7,5,3
2024-03-09 08:00:00,1272.4518812352721,0,-0.5406535600257872,Critical,8,5,3
2024-03-09 09:00:00,1326.0151605708095,1,-0.6272895341495826,Critical,9,5,3
2024-03-09 10:00:00,1944.7061357399791,1,-0.7689758146764958,Critical,10,5,3
2024-03-09 11:00:00,1233.3038372401027,0,-0.5048840993116896,Critical,11,5,3
2024-03-09 12:00:00,1131.7384680312746,0,-0.4640054385101541,High,12,5,3
2024-03-09 13:00:00,1180.4463012079116,0,-0.47319862073185354,High,13,5,3
2024-03-09 14:00:00,1125.610248896469,0,-0.46172942482648605,High,14,5,3
2024-03-09 15:00:00,1163.5977999426088,0,-0.47304039096946837,High,15,5,3
2024-03-09 16:00:00,1157.8431614212632,0,-0.47513839460540686,High,16,5,3
2024-03-09 17:00:00,1218.016324423308,0,-0.5087948232778602,Critical,17,5,3
2024-03-09 18:00:00,1114.1666140994487,0,-0.46558784862441077,High,18,5,3
2024-03-09 19:00:00,1104.936323856228,0,-0.4632913697775834,High,19,5,3
2024-03-09 20:00:00,1108.4098052756299,0,-0.46679198486985884,High,20,5,3
2024-03-09 21:00:00,1096.9780824093127,0,-0.4629158755463475,High,21,5,3
2024-03-09 22:00:00,1152.3251165812524,0,-0.47174372748313087,High,22,5,3
2024-03-09 23:00:00,1144.8027032492944,0,-0.4763120374126834,High,23,5,3
2024-03-10 00:00:00,1193.9313855293135,0,-0.4999228846904905,High,0,6,3
2024-03-10 01:00:00,1277.3236810192336,0,-0.5476296955106748,Critical,1,6,3
2024-03-10 02:00:00,1185.2882390131952,0,-0.48380028691095495,High,2,6,3
2024-03-10 03:00:00,1313.3733455092156,1,-0.5988209504910575,Critical,3,6,3
2024-03-10 04:00:00,1338.1803096173658,1,-0.6581625267137677,Critical,4,6,3
2024-03-10 05:00:00,1276.4643531425784,0,-0.5426605176491776,Critical,5,6,3
2024-03-10 06:00:00,1179.735537330205,0,-0.47251072104090314,High,6,6,3
2024-03-10 07:00:00,1252.082755371036,0,-0.5224308578941547,Critical,7,6,3
2024-03-10 08:00:00,1337.3864339911102,1,-0.6549078511119365,Critical,8,6,3
2024-03-10 09:00:00,1255.5542398204177,0,-0.5237178701070925,Critical,9,6,3
2024-03-10 10:00:00,1186.074556051219,0,-0.4839746605764378,High,10,6,3
2024-03-10 11:00:00,1186.7354332541288,0,-0.4839938431136333,High,11,6,3
2024-03-10 12:00:00,1228.1757875328256,0,-0.5131432833523821,Critical,12,6,3
2024-03-10 13:00:00,1187.6519757457017,0,-0.48238960592360314,High,13,6,3
2024-03-10 14:00:00,1124.3029167347036,0,-0.4600328856952184,High,14,6,3
2024-03-10 15:00:00,1097.2498470131875,0,-0.46050104487356075,High,15,6,3
2024-03-10 16:00:00,1080.163426076563,0,-0.4526652699505557,High,16,6,3
2024-03-10 17:00:00,1043.6928143663988,0,-0.46640149577202683,High,17,6,3
2024-03-10 18:00:00,1167.2266271083747,0,-0.4687036717684741,High,18,6,3
2024-03-10 19:00:00,1073.8010770350245,0,-0.4527232310134289,High,19,6,3
2024-03-10 20:00:00,1160.816813325175,0,-0.47514272791107864,High,20,6,3
2024-03-10 21:00:00,1191.9682006992907,0,-0.5005593263477431,Critical,21,6,3
2024-03-10 22:00:00,1186.5801736837561,0,-0.4833393588069667,High,22,6,3
2024-03-10 23:00:00,1139.2531651532818,0,-0.4678806304724018,High,23,6,3
2024-03-11 00:00:00,1206.953950281418,0,-0.48895754950113207,High,0,0,3
2024-03-11 01:00:00,1211.4908343360773,0,-0.4911370535107623,High,1,0,3
2024-03-11 02:00:00,1191.6847853789243,0,-0.5005593263477431,Critical,2,0,3
2024-03-11 03:00:00,1273.8495927531712,0,-0.5457197039377065,Critical,3,0,3
2024-03-11 04:00:00,1214.6224773385638,0,-0.5059673627840559,Critical,4,0,3
2024-03-11 05:00:00,1342.9993583502214,1,-0.6609988540670796,Critical,5,0,3
2024-03-11 06:00:00,1263.84272499771,0,-0.5373341865420923,Critical,6,0,3
2024-03-11 07:00:00,1293.7748426077178,0,-0.5667072615434191,Critical,7,0,3
2024-03-11 08:00:00,1287.941802195527,0,-0.5602696919610858,Critical,8,0,3
2024-03-11 09:00:00,1244.9907924338786,0,-0.5183029259813743,Critical,9,0,3
2024-03-11 10:00:00,1266.6104515148986,0,-0.5407738272767629,Critical,10,0,3
2024-03-11 11:00:00,1189.462785215107,0,-0.48740853218847013,High,11,0,3
2024-03-11 12:00:00,1230.9411341319528,0,-0.506440109512375,Critical,12,0,3
2024-03-11 13:00:00,1094.2454900620328,0,-0.4635748972637625,High,13,0,3
2024-03-11 14:00:00,1143.795370464119,0,-0.4739534806580472,High,14,0,3
2024-03-11 15:00:00,1213.7620797741636,0,-0.5025755305854553,Critical,15,0,3
2024-03-11 16:00:00,1050.9570213095215,0,-0.4670737755397322,High,16,0,3
2024-03-11 17:00:00,1057.1460202410447,0,-0.45669648442146404,High,17,0,3
2024-03-11 18:00:00,1113.3708708311187,0,-0.4637117774064491,High,18,0,3
2024-03-11 19:00:00,1100.1115152167222,0,-0.46376916755157765,High,19,0,3
2024-03-11 20:00:00,1118.7034071573732,0,-0.4654318945787322,High,20,0,3
2024-03-11 21:00:00,1141.572458181944,0,-0.4703133668113174,High,21,0,3
2024-03-11 22:00:00,1169.6090938145826,0,-0.46969411788662163,High,22,0,3
2024-03-11 23:00:00,1217.5252519141966,0,-0.507763139822598,Critical,23,0,3
2024-03-12 00:00:00,1208.4621444348052,0,-0.48869245160021907,High,0,1,3
2024-03-12 01:00:00,1201.8391839257952,0,-0.49913176684890015,High,1,1,3
2024-03-12 02:00:00,1271.697701035864,0,-0.5409756950886339,Critical,2,1,3
2024-03-12 03:00:00,1353.8225479144435,1,-0.6764939446459506,Critical,3,1,3
2024-03-12 04:00:00,1268.1372864066007,0,-0.5423154218723413,Critical,4,1,3
2024-03-12 05:00:00,1236.0811142348325,0,-0.5036200081846148,Critical,5,1,3
2024-03-12 06:00:00,1343.6174969669182,1,-0.6614462281725522,Critical,6,1,3
2024-03-12 07:00:00,1278.8853577429113,0,-0.5473848107711278,Critical,7,1,3
2024-03-12 08:00:00,1166.3291693196593,0,-0.4702672435550744,High,8,1,3
2024-03-12 09:00:00,1301.4900442446053,0,-0.5727344531740188,Critical,9,1,3
2024-03-12 10:00:00,1211.689952068752,0,-0.4935362076393099,High,10,1,3
2024-03-12 11:00:00,1209.8595839062712,0,-0.4882416439608698,High,11,1,3
2024-03-12 12:00:00,1205.1512452065356,0,-0.4879328543714219,High,12,1,3
2024-03-12 13:00:00,1172.243096321094,0,-0.47303082893898446,High,13,1,3
2024-03-12 14:00:00,1174.120298836501,0,-0.47176326846221706,High,14,1,3
2024-03-12 15:00:00,1096.2103054178888,0,-0.45946568833779045,High,15,1,3
2024-03-12 16:00:00,1127.7955486047244,0,-0.46473243276121223,High,16,1,3
2024-03-12 17:00:00,1079.22028247499,0,-0.4510208936429547,High,17,1,3
2024-03-12 18:00:00,1125.7780258112152,0,-0.46447344770937127,High,18,1,3
2024-03-12 19:00:00,1123.0604989730164,0,-0.46512079956767705,High,19,1,3
2024-03-12 20:00:00,1055.5573403814255,0,-0.4582224326056868,High,20,1,3
2024-03-12 21:00:00,1172.5672548151829,0,-0.4727491625126181,High,21,1,3
2024-03-12 22:00:00,1112.2275689103506,0,-0.4659350677197905,High,22,1,3
2024-03-12 23:00:00,1203.5935433646723,0,-0.49022919631226514,High,23,1,3
2024-03-13 00:00:00,1207.4836431554936,0,-0.4883949111359823,High,0,2,3
2024-03-13 01:00:00,1306.9569880657207,0,-0.590726841098012,Critical,1,2,3
2024-03-13 02:00:00,1228.0391255091408,0,-0.5131432833523821,Critical,2,2,3
2024-03-13 03:00:00,1242.5036905102952,0,-0.5177027193447327,Critical,3,2,3
2024-03-13 04:00:00,1274.9367424853474,0,-0.5415991384730365,Critical,4,2,3
2024-03-13 05:00:00,1270.7850087022969,0,-0.5417527025193755,Critical,5,2,3
2024-03-13 06:00:00,1329.3946457123177,1,-0.63295624638322,Critical,6,2,3
2024-03-13 07:00:00,1205.2206407849635,0,-0.48749496358559813,High,7,2,3
2024-03-13 08:00:00,1223.4079485005614,0,-0.5081123508919749,Critical,8,2,3
2024-03-13 09:00:00,1206.8559041359144,0,-0.4896649260215715,High,9,2,3
2024-03-13 10:00:00,1287.096497203341,0,-0.5581261664278889,Critical,10,2,3
2024-03-13 11:00:00,1301.0393387205816,0,-0.572220457984882,Critical,11,2,3
2024-03-13 12:00:00,1184.4498550755636,0,-0.48046445763511025,High,12,2,3
2024-03-13 13:00:00,1155.3947781750871,0,-0.4769223092366658,High,13,2,3
2024-03-13 14:00:00,1143.2657322407335,0,-0.4696863094483148,High,14,2,3
2024-03-13 15:00:00,1177.1916187115457,0,-0.4731821980976383,High,15,2,3
2024-03-13 16:00:00,1056.8833445777425,0,-0.45685467751774245,High,16,2,3
2024-03-13 17:00:00,1105.2244704674388,0,-0.4622953997455673,High,17,2,3
2024-03-13 18:00:00,1138.7034500474078,0,-0.46680458973640404,High,18,2,3
2024-03-13 19:00:00,1118.4505613067083,0,-0.46518890261043666,High,19,2,3
2024-03-13 20:00:00,1112.9097450290267,0,-0.46291835211887034,High,20,2,3
2024-03-13 21:00:00,1169.4195024616886,0,-0.4692023432743958,High,21,2,3
2024-03-13 22:00:00,1004.9608348890331,0,-0.47714331671761573,High,22,2,3
2024-03-13 23:00:00,1198.1787867819355,0,-0.5001946519227133,Critical,23,2,3
2024-03-14 00:00:00,1157.5075191026613,0,-0.4753070097846663,High,0,3,3
2024-03-14 01:00:00,1124.6058430137637,0,-0.4609675898512035,High,1,3,3
2024-03-14 02:00:00,1265.859895531028,0,-0.5380996498353117,Critical,2,3,3
2024-03-14 03:00:00,1329.737455238429,1,-0.633384640824128,Critical,3,3,3
2024-03-14 04:00:00,1270.117950891268,0,-0.5434173093556957,Critical,4,3,3
2024-03-14 05:00:00,1334.6680346689384,1,-0.6490557719618111,Critical,5,3,3
2024-03-14 06:00:00,1371.0894280455118,1,-0.7038231230789948,Critical,6,3,3
2024-03-14 07:00:00,1352.8575129283754,1,-0.6758868314696762,Critical,7,3,3
2024-03-14 08:00:00,1359.1635689269756,1,-0.6843752664815381,Critical,8,3,3
2024-03-14 09:00:00,1298.4233511749976,0,-0.571515754773314,Critical,9,3,3
2024-03-14 10:00:00,1244.421378811319,0,-0.5167460721755565,Critical,10,3,3
2024-03-14 11:00:00,1136.4766110635053,0,-0.4672556118224822,High,11,3,3
2024-03-14 12:00:00,1178.4330749195967,0,-0.475770192966029,High,12,3,3
2024-03-14 13:00:00,1122.735069101883,0,-0.4666635882640089,High,13,3,3
2024-03-14 14:00:00,1249.3694451564004,0,-0.515721147543496,Critical,14,3,3
2024-03-14 15:00:00,1111.360248274377,0,-0.46193885840008886,High,15,3,3
2024-03-14 16:00:00,1110.465726516073,0,-0.46387893597673174,High,16,3,3
2024-03-14 17:00:00,1121.9324240545359,0,-0.46552034510490126,High,17,3,3
2024-03-14 18:00:00,1093.1734732896737,0,-0.4656952845601119,High,18,3,3
2024-03-14 19:00:00,1179.1958351949008,0,-0.4742151025319422,High,19,3,3
2024-03-14 20:00:00,1073.3432738880324,0,-0.4530760864360473,High,20,3,3
2024-03-14 21:00:00,1130.1402952452288,0,-0.46843672970409644,High,21,3,3
2024-03-14 22:00:00,1104.039291242067,0,-0.46109566780050354,High,22,3,3
2024-03-14 23:00:00,1099.3219120350204,0,-0.4651040932025994,High,23,3,3
2024-03-15 00:00:00,1160.6585107731164,0,-0.47514272791107864,High,0,4,3
2024-03-15 01:00:00,1215.3189547993904,0,-0.508831512750189,Critical,1,4,3
2024-03-15 02:00:00,1219.8656053284221,0,-0.5069881158753466,Critical,2,4,3
2024-03-15 03:00:00,1227.4620736600014,0,-0.5114636787880675,Critical,3,4,3
2024-03-15 04:00:00,1207.700741257194,0,-0.4883949111359823,High,4,4,3
2024-03-15 05:00:00,1283.8929091122602,0,-0.5475852770532116,Critical,5,4,3
2024-03-15 06:00:00,1216.2610189694576,0,-0.5073789427505542,Critical,6,4,3
2024-03-15 07:00:00,1326.1337525230738,1,-0.6272015197906353,Critical,7,4,3
2024-03-15 08:00:00,1282.3041352347252,0,-0.5458674422814871,Critical,8,4,3
2024-03-15 09:00:00,1189.4538472948145,0,-0.48740853218847013,High,9,4,3
2024-03-15 10:00:00,1226.2013286555846,0,-0.5103935060558956,Critical,10,4,3
2024-03-15 11:00:00,1179.9768064951713,0,-0.4729064304031556,High,11,4,3
2024-03-15 12:00:00,1207.7022889184252,0,-0.4883949111359823,High,12,4,3
2024-03-15 13:00:00,1232.9249236770092,0,-0.505225812570203,Critical,13,4,3
2024-03-15 14:00:00,1048.06632622713,0,-0.46605795250868093,High,14,4,3
2024-03-15 15:00:00,1126.9061206852123,0,-0.4629513771207253,High,15,4,3
2024-03-15 16:00:00,1097.296761119696,0,-0.46247887632402285,High,16,4,3
2024-03-15 17:00:00,1128.9207101721568,0,-0.46295929302447636,High,17,4,3
2024-03-15 18:00:00,1102.6463693438334,0,-0.4582598286456069,High,18,4,3
2024-03-15 19:00:00,1057.8356389001387,0,-0.45635286947262554,High,19,4,3
2024-03-15 20:00:00,1089.5115023482244,0,-0.4692871935348866,High,20,4,3
2024-03-15 21:00:00,1081.5947211345485,0,-0.4557864638595286,High,21,4,3
2024-03-15 22:00:00,1195.9469027755104,0,-0.5007819900588137,Critical,22,4,3
2024-03-15 23:00:00,1167.3699786694312,0,-0.46828303803309346,High,23,4,3
2024-03-16 00:00:00,1287.2854910621081,0,-0.5588819186967889,Critical,0,5,3
2024-03-16 01:00:00,1215.114377729809,0,-0.5079917068779307,Critical,1,5,3
2024-03-16 02:00:00,1206.8846337876982,0,-0.4876127257535928,High,2,5,3
2024-03-16 03:00:00,1187.3692899109867,0,-0.4815023019433718,High,3,5,3
2024-03-16 04:00:00,1188.829148324926,0,-0.48421252798679654,High,4,5,3
2024-03-16 05:00:00,1209.8085386005782,0,-0.4882416439608698,High,5,5,3
2024-03-16 06:00:00,1305.8181480414041,0,-0.5867435545128482,Critical,6,5,3
2024-03-16 07:00:00,1314.5296126362343,1,-0.5989049822422868,Critical,7,5,3
2024-03-16 08:00:00,1200.082648443745,0,-0.49648698763829174,High,8,5,3
2024-03-16 09:00:00,1308.0410022565231,0,-0.5949440287751812,Critical,9,5,3
2024-03-16 10:00:00,1218.4640220431868,0,-0.5098286029285102,Critical,10,5,3
2024-03-16 11:00:00,1225.8771968364244,0,-0.5103935060558956,Critical,11,5,3
2024-03-16 12:00:00,1273.3051411255988,0,-0.5445332319032371,Critical,12,5,3
2024-03-16 13:00:00,1211.6925398484093,0,-0.4935362076393099,High,13,5,3
2024-03-16 14:00:00,1129.344215869518,0,-0.4651112543572007,High,14,5,3
2024-03-16 15:00:00,1077.5386294020009,0,-0.45294337228699766,High,15,5,3
2024-03-16 16:00:00,998.6536796806727,0,-0.478541688289562,High,16,5,3
2024-03-16 17:00:00,1060.3347136566724,0,-0.45592646653832275,High,17,5,3
2024-03-16 18:00:00,1082.366323196864,0,-0.4618449091269463,High,18,5,3
2024-03-16 19:00:00,1047.0090497912731,0,-0.4691670459347308,High,19,5,3
2024-03-16 20:00:00,1099.8328944136808,0,-0.46375979695427405,High,20,5,3
2024-03-16 21:00:00,1126.1677742551485,0,-0.46286241471667705,High,21,5,3
2024-03-16 22:00:00,1483.9033237048995,1,-0.7389581536109613,Critical,22,5,3
2024-03-16 23:00:00,1134.7286768858141,0,-0.46135147732016446,High,23,5,3
2024-03-17 00:00:00,1201.5807211293027,0,-0.49804978650961307,High,0,6,3
2024-03-17 01:00:00,1241.1641022465326,0,-0.5161635198607313,Critical,1,6,3
2024-03-17 02:00:00,1188.702289726501,0,-0.48388502722053583,High,2,6,3
2024-03-17 03:00:00,1334.5165196403439,1,-0.6490557719618111,Critical,3,6,3
2024-03-17 04:00:00,1274.9692358102286,0,-0.5425918646306865,Critical,4,6,3
2024-03-17 05:00:00,1290.867945890681,0,-0.5585094308578455,Critical,5,6,3
2024-03-17 06:00:00,1328.7802838838834,1,-0.6295395053311813,Critical,6,6,3
2024-03-17 07:00:00,1301.65953303878,0,-0.573122088586827,Critical,7,6,3
2024-03-17 08:00:00,1327.7019975467492,1,-0.6300906371586865,Critical,8,6,3
2024-03-17 09:00:00,1278.5458939588636,0,-0.5480491112867366,Critical,9,6,3
2024-03-17 10:00:00,1212.893421418384,0,-0.49927719133251264,High,10,6,3
2024-03-17 11:00:00,1237.5085539354054,0,-0.5086162118889882,Critical,11,6,3
2024-03-17 12:00:00,1136.4012462387798,0,-0.4644115724403776,High,12,6,3
2024-03-17 13:00:00,1173.1696212303277,0,-0.47272019009816363,High,13,6,3
2024-03-17 14:00:00,1141.9979251549341,0,-0.4689769235640686,High,14,6,3
2024-03-17 15:00:00,1112.5786883102708,0,-0.46561992905053645,High,15,6,3
2024-03-17 16:00:00,1100.701478299142,0,-0.46294977898411444,High,16,6,3
2024-03-17 17:00:00,1003.0814446359584,0,-0.478031132934189,High,17,6,3
2024-03-17 18:00:00,1066.3657197578332,0,-0.4545193428499121,High,18,6,3
2024-03-17 19:00:00,1101.8870134748288,0,-0.4617934998227849,High,19,6,3
2024-03-17 20:00:00,1115.2629164483665,0,-0.4690349689469059,High,20,6,3
2024-03-17 21:00:00,1071.8133885025602,0,-0.45036214236150907,High,21,6,3
2024-03-17 22:00:00,1207.2283023935188,0,-0.48876489155512454,High,22,6,3
2024-03-17 23:00:00,1124.7872503362369,0,-0.4609675898512035,High,23,6,3
2024-03-18 00:00:00,1242.485644396637,0,-0.5177027193447327,Critical,0,0,3
2024-03-18 01:00:00,1241.2891942754252,0,-0.5161635198607313,Critical,1,0,3
2024-03-18 02:00:00,1211.7708936510091,0,-0.4933211221365774,High,2,0,3
2024-03-18 03:00:00,1353.5930695164002,1,-0.6769518060650459,Critical,3,0,3
2024-03-18 04:00:00,1221.0720333166284,0,-0.5045648193853813,Critical,4,0,3
2024-03-18 05:00:00,1336.7360137110875,1,-0.65446489928671,Critical,5,0,3
2024-03-18 06:00:00,1344.2491262787391,1,-0.6620403701232798,Critical,6,0,3
2024-03-18 07:00:00,1257.3157706081718,0,-0.528352673951455,Critical,7,0,3
2024-03-18 08:00:00,1350.5140919352743,1,-0.6726933293534773,Critical,8,0,3
2024-03-18 09:00:00,1252.5306271093145,0,-0.5236081828297198,Critical,9,0,3
2024-03-18 10:00:00,1258.7908443805773,0,-0.5345878502271184,Critical,10,0,3
2024-03-18 11:00:00,1233.287947572922,0,-0.5048840993116896,Critical,11,0,3
2024-03-18 12:00:00,1187.708202252287,0,-0.48238960592360314,High,12,0,3
2024-03-18 13:00:00,1209.1157366520908,0,-0.4881926427861776,High,13,0,3
2024-03-18 14:00:00,1184.1651516700633,0,-0.4773678445495688,High,14,0,3
2024-03-18 15:00:00,1036.3868269423228,0,-0.4685987250845791,High,15,0,3
2024-03-18 16:00:00,1173.1718634939316,0,-0.47272019009816363,High,16,0,3
2024-03-18 17:00:00,1014.8733976113932,0,-0.47940455225518397,High,17,0,3
2024-03-18 18:00:00,1146.2509776637353,0,-0.4732287458880921,High,18,0,3
2024-03-18 19:00:00,1154.3993293376266,0,-0.4771973424165399,High,19,0,3
2024-03-18 20:00:00,1053.5386807714121,0,-0.46094167764054705,High,20,0,3
2024-03-18 21:00:00,1103.4709375197424,0,-0.4591579667868551,High,21,0,3
2024-03-18 22:00:00,1089.4697838105121,0,-0.46797347999004957,High,22,0,3
2024-03-18 23:00:00,1158.1596482151565,0,-0.47320589495145804,High,23,0,3
2024-03-19 00:00:00,1179.4183768251935,0,-0.47364029759086346,High,0,1,3
2024-03-19 01:00:00,1259.717408725722,0,-0.5341513209870099,Critical,1,1,3
2024-03-19 02:00:00,1310.4002012317135,1,-0.6010577306128189,Critical,2,1,3
2024-03-19 03:00:00,1335.4118186472303,1,-0.6494950628071682,Critical,3,1,3
2024-03-19 04:00:00,1253.443174824999,0,-0.5251542738927955,Critical,4,1,3
2024-03-19 05:00:00,1281.112510210091,0,-0.5456350920522232,Critical,5,1,3
2024-03-19 06:00:00,1210.8409968403914,0,-0.4881159621273859,High,6,1,3
2024-03-19 07:00:00,1251.3437706122493,0,-0.5175950453549026,Critical,7,1,3
2024-03-19 08:00:00,1329.9214978555142,1,-0.6338133252089273,Critical,8,1,3
2024-03-19 09:00:00,1346.5977792733415,1,-0.6652766433407985,Critical,9,1,3
2024-03-19 10:00:00,1183.4220001631452,0,-0.47979213991250785,High,10,1,3
2024-03-19 11:00:00,1191.4295186981913,0,-0.49933373002809883,High,11,1,3
2024-03-19 12:00:00,1193.881822278526,0,-0.4999228846904905,High,12,1,3
2024-03-19 13:00:00,1183.359446114442,0,-0.47979213991250785,High,13,1,3
2024-03-19 14:00:00,1104.784198805172,0,-0.4632913697775834,High,14,1,3
2024-03-19 15:00:00,1145.7877305676639,0,-0.4736154868297008,High,15,1,3
2024-03-19 16:00:00,1085.031729921352,0,-0.46381108143865124,High,16,1,3
2024-03-19 17:00:00,1098.0418221832415,0,-0.4641451324145374,High,17,1,3
2024-03-19 18:00:00,1122.7019109556213,0,-0.46580114931765554,High,18,1,3
2024-03-19 19:00:00,1099.1468090973192,0,-0.4638684134857253,High,19,1,3
2024-03-19 20:00:00,1087.0269224762903,0,-0.4644212313165293,High,20,1,3
2024-03-19 21:00:00,1119.2879676609518,0,-0.46547850225793674,High,21,1,3
2024-03-19 22:00:00,1141.0912660442987,0,-0.467456202784964,High,22,1,3
2024-03-19 23:00:00,1151.1571354471266,0,-0.4715088387353728,High,23,1,3
2024-03-20 00:00:00,1182.6298651677707,0,-0.476828884140431,High,0,2,3
2024-03-20 01:00:00,1301.4139075735193,0,-0.5723470799413224,Critical,1,2,3
2024-03-20 02:00:00,1273.6754925438197,0,-0.5442412947221735,Critical,2,2,3
2024-03-20 03:00:00,1251.5959573291486,0,-0.5193489990570437,Critical,3,2,3
2024-03-20 04:00:00,1317.1392300222703,1,-0.6131458030704101,Critical,4,2,3
2024-03-20 05:00:00,1275.6201511916097,0,-0.5403708621172706,Critical,5,2,3
2024-03-20 06:00:00,1354.4042478727151,1,-0.6791504613861082,Critical,6,2,3
2024-03-20 07:00:00,1310.852080470573,1,-0.5992165584782995,Critical,7,2,3
2024-03-20 08:00:00,1277.0440929287645,0,-0.5453345631698492,Critical,8,2,3
2024-03-20 09:00:00,1288.9323549438,0,-0.5584100187714277,Critical,9,2,3
2024-03-20 10:00:00,1167.3210929656238,0,-0.46828303803309346,High,10,2,3
2024-03-20 11:00:00,1165.4374009036057,0,-0.47207729943031745,High,11,2,3
2024-03-20 12:00:00,1136.2264880091464,0,-0.46364168997360616,High,12,2,3
2024-03-20 13:00:00,1177.2167562529053,0,-0.4739277770858536,High,13,2,3
2024-03-20 14:00:00,1232.6059228859071,0,-0.5057066238004635,Critical,14,2,3
2024-03-20 15:00:00,1236.8630681653713,0,-0.5055737500474383,Critical,15,2,3
2024-03-20 16:00:00,1141.337218892107,0,-0.46903474743803986,High,16,2,3
2024-03-20 17:00:00,1124.5152096876693,0,-0.4605911768226865,High,17,2,3
2024-03-20 18:00:00,1006.0409453646895,0,-0.4777291327787916,High,18,2,3
2024-03-20 19:00:00,1072.3957220772827,0,-0.4496124560064824,High,19,2,3
2024-03-20 20:00:00,1070.158328442706,0,-0.44811136931678763,High,20,2,3
2024-03-20 21:00:00,1094.4249591976884,0,-0.4623219996891876,High,21,2,3
2024-03-20 22:00:00,1137.7986861862742,0,-0.46538399857198226,High,22,2,3
2024-03-20 23:00:00,1146.7472026669739,0,-0.4720463186594302,High,23,2,3
2024-03-21 00:00:00,1097.2963035355247,0,-0.46247887632402285,High,0,3,3
2024-03-21 01:00:00,1259.566268394126,0,-0.5341513209870099,Critical,1,3,3
2024-03-21 02:00:00,1192.6791558319471,0,-0.5012696730695888,Critical,2,3,3
2024-03-21 03:00:00,1279.0166834872232,0,-0.5473848107711278,Critical,3,3,3
2024-03-21 04:00:00,1386.6775900620962,1,-0.7110024486078604,Critical,4,3,3
2024-03-21 05:00:00,1247.021422253927,0,-0.5163385741639874,Critical,5,3,3
2024-03-21 06:00:00,1169.9107450362835,0,-0.4712932974948859,High,6,3,3
2024-03-21 07:00:00,1278.7444436249182,0,-0.5473080077629559,Critical,7,3,3
2024-03-21 08:00:00,1338.129444068098,1,-0.65860798114963,Critical,8,3,3
2024-03-21 09:00:00,1365.1337215386009,1,-0.6938936913966729,Critical,9,3,3
2024-03-21 10:00:00,1185.0548386611958,0,-0.48380028691095495,High,10,3,3
2024-03-21 11:00:00,1247.2757306228077,0,-0.5180565466513626,Critical,11,3,3
2024-03-21 12:00:00,1173.3197875569967,0,-0.47272019009816363,High,12,3,3
2024-03-21 13:00:00,1165.432332480551,0,-0.47207729943031745,High,13,3,3
2024-03-21 14:00:00,1278.8550652180702,0,-0.5473080077629559,Critical,14,3,3
2024-03-21 15:00:00,1050.804845327697,0,-0.4655177932660554,High,15,3,3
2024-03-21 16:00:00,1122.7745233855335,0,-0.4657357932303589,High,16,3,3
2024-03-21 17:00:00,1123.5080962826007,0,-0.4620365550022121,High,17,3,3
2024-03-21 18:00:00,1151.0311750016895,0,-0.47112381802270575,High,18,3,3
